Frame,Acquisition Time,Acquisition Time MDT,Cluster Count,Energy(Kev),Dose rate (uSv),SMALL_BLOB,HEAVY_TRACK,HEAVY_BLOB,MEDIUM_BLOB,STRAIGHT_TRACK,LIGHT_TRACK,Altitude,Dose
3976,10:19:55 AM,3:19:55 PM,7,12511.76,0.13,3,2,0,0,0,2,104769.9,7.817442467
3977,10:20:02 AM,3:20:02 PM,4,3521.95,0.04,0,1,0,0,0,3,104769.9,2.200538935
3978,10:20:08 AM,3:20:08 PM,6,2732.95,0.03,2,0,0,0,3,1,104769.9,1.707565889
3979,10:20:14 AM,3:20:14 PM,8,1658.79,0.02,3,0,0,0,1,4,104769.9,1.036422452
3980,10:20:20 AM,3:20:20 PM,9,3443.05,0.04,2,0,0,0,2,5,104769.9,2.15124147
3981,10:20:27 AM,3:20:27 PM,8,2527.59,0.03,1,0,0,0,5,2,104769.9,1.579258423
3982,10:20:33 AM,3:20:33 PM,9,2768.62,0.03,1,0,0,0,4,4,104769.9,1.729855934
3983,10:20:39 AM,3:20:39 PM,12,2566.81,0.03,4,0,0,0,3,5,104769.9,1.603760158
3984,10:20:46 AM,3:20:46 PM,12,7063.41,0.07,2,1,0,0,5,4,104769.9,4.413275388
3985,10:20:52 AM,3:20:52 PM,6,2343.25,0.02,0,1,0,0,2,3,104769.9,1.464082185
3986,10:20:58 AM,3:20:58 PM,14,64763.93,0.67,2,3,0,0,3,6,104769.9,40.46500437
3987,10:21:04 AM,3:21:04 PM,7,2937.60,0.03,2,1,0,0,2,2,104769.9,1.835435178
3988,10:21:11 AM,3:21:11 PM,7,4090.11,0.04,0,1,0,0,1,5,104769.9,2.555532378
3989,10:21:17 AM,3:21:17 PM,6,1410.31,0.01,2,0,0,0,0,4,104769.9,0.881169784
3990,10:21:23 AM,3:21:23 PM,11,5427.73,0.06,1,2,0,0,6,2,104769.9,3.391284475
3991,10:21:29 AM,3:21:29 PM,11,4745.40,0.05,2,1,0,1,2,5,104769.9,2.964963939
3992,10:21:36 AM,3:21:36 PM,12,4352.03,0.05,0,1,0,0,2,9,104769.9,2.719183223
3993,10:21:42 AM,3:21:42 PM,6,3424.80,0.04,1,1,0,0,2,2,104769.9,2.139841573
3994,10:21:48 AM,3:21:48 PM,16,6755.43,0.07,3,2,0,0,4,7,104769.9,4.22084342
3995,10:21:55 AM,3:21:55 PM,10,3794.28,0.04,1,0,0,0,4,5,104769.9,2.370692385
3996,10:22:01 AM,3:22:01 PM,10,5786.42,0.06,0,0,0,0,3,7,104769.9,3.615397161
3997,10:22:07 AM,3:22:07 PM,6,1026.05,0.01,3,0,0,0,3,0,104769.9,0.641082996
3998,10:22:13 AM,3:22:13 PM,5,27358.00,0.28,1,1,0,0,1,2,104769.9,17.09348875
3999,10:22:20 AM,3:22:20 PM,8,1065.87,0.01,6,0,0,0,0,2,104769.9,0.665962487
4000,10:22:26 AM,3:22:26 PM,5,1097.60,0.01,3,0,0,0,0,2,104769.9,0.685787036
4001,10:22:32 AM,3:22:32 PM,9,3248.48,0.03,0,0,0,0,5,4,104769.9,2.029674142
4002,10:22:38 AM,3:22:38 PM,7,3113.23,0.03,2,0,0,0,1,4,104769.9,1.945171118
4003,10:22:44 AM,3:22:44 PM,13,7256.23,0.08,3,1,0,0,4,5,104769.9,4.533746266
4004,10:22:51 AM,3:22:51 PM,8,1103.34,0.01,5,0,0,0,0,3,104769.9,0.689373691
4005,10:22:57 AM,3:22:57 PM,5,1755.24,0.02,1,1,0,0,1,2,104769.9,1.096685433
4006,10:23:03 AM,3:23:03 PM,12,6911.27,0.07,1,2,0,0,1,8,104769.9,4.318214732
4007,10:23:10 AM,3:23:10 PM,4,136.93,0.00,4,0,0,0,0,0,104769.9,0.08555336
4008,10:23:16 AM,3:23:16 PM,7,5131.70,0.05,3,1,0,0,1,2,104769.9,3.206327102
4009,10:23:22 AM,3:23:22 PM,7,3764.76,0.04,4,1,0,0,0,2,104769.9,2.352248197
4010,10:23:28 AM,3:23:28 PM,5,1085.19,0.01,1,0,0,0,2,2,104769.9,0.678034353
4011,10:23:35 AM,3:23:35 PM,5,743.29,0.01,3,0,0,0,2,0,104769.9,0.464410868
4012,10:23:41 AM,3:23:41 PM,7,2607.49,0.03,0,0,0,0,2,5,104769.9,1.62918097
4013,10:23:47 AM,3:23:47 PM,6,6516.27,0.07,3,2,0,0,0,1,104769.9,4.07141257
4014,10:23:53 AM,3:23:53 PM,5,2342.30,0.02,1,1,0,0,1,2,104769.9,1.463487256
4015,10:24:00 AM,3:24:00 PM,8,1877.52,0.02,4,0,0,0,2,2,104769.9,1.173087864
4016,10:24:06 AM,3:24:06 PM,8,4657.29,0.05,4,2,0,0,1,1,104769.9,2.90990959
4017,10:24:12 AM,3:24:12 PM,8,9012.25,0.09,2,1,0,0,2,3,104769.9,5.630924873
4018,10:24:18 AM,3:24:18 PM,7,3563.30,0.04,1,2,0,0,1,3,104769.9,2.226375041
4019,10:24:25 AM,3:24:25 PM,15,4865.09,0.05,5,0,0,0,5,5,104769.9,3.039745757
4020,10:24:31 AM,3:24:31 PM,14,7752.24,0.08,1,3,0,0,6,4,104769.9,4.843659848
4021,10:24:37 AM,3:24:37 PM,12,6046.94,0.06,1,0,0,0,7,4,104769.9,3.77817435
4022,10:24:43 AM,3:24:43 PM,8,4001.50,0.04,2,1,0,0,3,2,104769.9,2.500166036
4023,10:24:50 AM,3:24:50 PM,8,2478.25,0.03,3,0,0,0,3,2,104769.9,1.548427005
4024,10:24:56 AM,3:24:56 PM,11,2097.85,0.02,3,1,0,0,2,5,104769.9,1.310750207
4025,10:25:02 AM,3:25:02 PM,7,3775.90,0.04,0,2,0,0,4,1,104769.9,2.359210769
4026,10:25:09 AM,3:25:09 PM,4,1254.18,0.01,1,0,0,0,1,2,104769.9,0.783623732
4027,10:25:15 AM,3:25:15 PM,7,3524.64,0.04,2,1,0,0,0,4,104769.9,2.20222299
4028,10:25:21 AM,3:25:21 PM,6,4388.04,0.05,1,1,0,0,0,4,104769.9,2.741681958
4029,10:25:27 AM,3:25:27 PM,13,3705.23,0.04,5,0,0,0,3,5,104769.9,2.315057823
4030,10:25:34 AM,3:25:34 PM,5,3623.00,0.04,1,1,0,0,0,3,104769.9,2.26367769
4031,10:25:40 AM,3:25:40 PM,11,7070.42,0.07,2,1,0,0,3,5,104769.9,4.417654245
4032,10:25:46 AM,3:25:46 PM,13,3704.84,0.04,5,2,0,0,2,4,104769.9,2.314813177
4033,10:25:52 AM,3:25:52 PM,5,8892.42,0.09,0,0,0,0,1,4,104769.9,5.556054124
4034,10:25:59 AM,3:25:59 PM,10,5657.45,0.06,2,0,0,0,6,2,104769.9,3.534818696
4035,10:26:05 AM,3:26:05 PM,13,3663.25,0.04,3,0,0,0,4,6,104769.9,2.288825771
4036,10:26:11 AM,3:26:11 PM,7,2036.59,0.02,0,0,0,0,0,7,104769.9,1.272477303
4037,10:26:17 AM,3:26:17 PM,18,22240.92,0.23,6,2,0,0,4,6,104769.9,13.896301
4038,10:26:24 AM,3:26:24 PM,11,4955.73,0.05,3,1,0,0,0,7,104769.9,3.096377267
4039,10:26:30 AM,3:26:30 PM,13,3582.15,0.04,4,0,0,0,2,7,104769.9,2.238155482
4040,10:26:36 AM,3:26:36 PM,12,4532.34,0.05,4,1,0,0,5,2,104769.9,2.831842472
4041,10:26:42 AM,3:26:42 PM,10,3166.46,0.03,3,0,0,0,3,4,104769.9,1.978430132
4042,10:26:49 AM,3:26:49 PM,5,540.53,0.01,3,0,0,0,0,2,104769.9,0.337730174
4043,10:26:55 AM,3:26:55 PM,6,1432.40,0.01,1,0,0,0,2,3,104769.9,0.894972676
4044,10:27:01 AM,3:27:01 PM,7,3181.59,0.03,1,1,0,0,3,2,104769.9,1.987884507
4045,10:27:07 AM,3:27:07 PM,11,2158.98,0.02,6,0,0,0,1,4,104769.9,1.348950086
4046,10:27:14 AM,3:27:14 PM,7,2322.74,0.02,3,1,0,0,0,3,104769.9,1.451268807
4047,10:27:20 AM,3:27:20 PM,11,7560.11,0.08,3,0,0,0,2,6,104769.9,4.723617348
4048,10:27:26 AM,3:27:26 PM,5,2155.61,0.02,1,0,0,0,1,3,104769.9,1.346839514
4049,10:27:32 AM,3:27:32 PM,6,2662.61,0.03,3,1,0,0,2,0,104769.9,1.663617016
4050,10:27:39 AM,3:27:39 PM,9,1134.64,0.01,5,0,0,0,0,4,104769.9,0.708929745
4051,10:27:45 AM,3:27:45 PM,3,1512.81,0.02,1,0,0,0,2,0,104769.9,0.945215949
4052,10:27:51 AM,3:27:51 PM,17,4052.53,0.04,8,1,0,0,2,6,104769.9,2.532049979
4053,10:27:58 AM,3:27:58 PM,6,1221.71,0.01,2,1,0,0,0,3,104769.9,0.763335622
4054,10:28:04 AM,3:28:04 PM,9,4455.85,0.05,2,1,0,0,4,2,104769.9,2.784049094
4055,10:28:10 AM,3:28:10 PM,8,4708.74,0.05,0,0,0,0,3,5,104769.9,2.942057087
4056,10:28:16 AM,3:28:16 PM,9,3700.44,0.04,2,1,0,0,5,1,104769.9,2.312060752
4057,10:28:23 AM,3:28:23 PM,5,1755.43,0.02,1,0,0,0,3,1,104769.9,1.096808464
4058,10:28:29 AM,3:28:29 PM,10,3124.12,0.03,3,1,0,0,4,2,104769.9,1.95197427
4059,10:28:35 AM,3:28:35 PM,12,5821.40,0.06,5,1,0,0,2,4,104769.9,3.637257472
4060,10:28:41 AM,3:28:41 PM,16,14137.92,0.15,4,1,0,0,3,8,104769.9,8.833480437
4061,10:28:48 AM,3:28:48 PM,15,8683.89,0.09,4,3,0,1,4,3,104769.9,5.425762045
4062,10:28:54 AM,3:28:54 PM,9,5322.10,0.06,1,3,0,0,1,4,104769.9,3.325287988
4063,10:29:00 AM,3:29:00 PM,6,2690.40,0.03,1,0,0,0,1,4,104769.9,1.680985419
4064,10:29:07 AM,3:29:07 PM,6,2902.84,0.03,1,0,0,0,2,3,104769.9,1.813718114
4065,10:29:13 AM,3:29:13 PM,11,4966.65,0.05,5,0,0,0,2,4,104769.9,3.103200072
4066,10:29:19 AM,3:29:19 PM,11,4990.11,0.05,2,0,0,0,6,3,104769.9,3.117861058
4067,10:29:25 AM,3:29:25 PM,5,1197.05,0.01,2,1,0,0,2,0,104769.9,0.747924844
4068,10:29:32 AM,3:29:32 PM,15,6821.64,0.07,7,1,0,0,3,4,104769.9,4.26221326
4069,10:29:38 AM,3:29:38 PM,13,3992.24,0.04,4,1,0,0,3,5,104769.9,2.494382056
4070,10:29:44 AM,3:29:44 PM,14,3985.75,0.04,1,0,0,1,6,6,104769.9,2.490324367
4071,10:29:50 AM,3:29:50 PM,5,772.00,0.01,3,0,0,0,1,1,104769.9,0.48235187
4072,10:29:57 AM,3:29:57 PM,6,8795.42,0.09,0,1,0,0,2,3,104769.9,5.495445033
4073,10:30:03 AM,3:30:03 PM,9,4004.52,0.04,5,0,0,0,2,2,104769.9,2.502056406
4074,10:30:09 AM,3:30:09 PM,12,4472.15,0.05,2,1,0,0,3,6,104769.9,2.794236315
4075,10:30:15 AM,3:30:15 PM,7,2412.02,0.03,1,0,0,0,2,4,104769.9,1.507051636
4076,10:30:22 AM,3:30:22 PM,5,6707.03,0.07,1,0,0,0,2,2,104769.9,4.190602518
4077,10:30:28 AM,3:30:28 PM,15,4811.90,0.05,3,0,0,0,4,8,104769.9,3.006513993
4078,10:30:34 AM,3:30:34 PM,12,5808.01,0.06,3,1,0,0,4,4,104769.9,3.628889434
4079,10:30:41 AM,3:30:41 PM,10,3622.32,0.04,1,1,0,0,5,3,104769.9,2.263252298
4080,10:30:47 AM,3:30:47 PM,8,8742.24,0.09,0,1,0,0,3,4,104769.9,5.462218127
4081,10:30:53 AM,3:30:53 PM,8,1309.58,0.01,3,0,0,0,2,3,104769.9,0.818236973
4082,10:30:59 AM,3:30:59 PM,12,2297.85,0.02,7,0,0,0,2,3,104769.9,1.435714648
4083,10:31:06 AM,3:31:06 PM,14,27014.66,0.28,3,2,0,0,6,3,104769.9,16.87896555
4084,10:31:12 AM,3:31:12 PM,8,4686.90,0.05,2,0,0,0,5,1,104769.9,2.928413413
4085,10:31:18 AM,3:31:18 PM,7,3659.25,0.04,3,0,0,0,0,4,104769.9,2.286324506
4086,10:31:25 AM,3:31:25 PM,14,8148.86,0.08,4,1,0,0,3,6,104769.9,5.091470828
4087,10:31:31 AM,3:31:31 PM,6,3997.43,0.04,1,1,0,0,1,3,104769.9,2.497622467
4088,10:31:37 AM,3:31:37 PM,11,2824.17,0.03,1,0,0,0,2,8,104769.9,1.764564517
4089,10:31:43 AM,3:31:43 PM,6,3870.42,0.04,0,1,0,0,2,3,104769.9,2.418269529
4090,10:31:50 AM,3:31:50 PM,6,2106.98,0.02,1,0,0,0,1,4,104769.9,1.316456498
4091,10:31:56 AM,3:31:56 PM,5,2482.32,0.03,2,0,0,0,0,3,104769.9,1.550972371
4092,10:32:02 AM,3:32:02 PM,11,3953.88,0.04,6,2,0,0,0,3,104769.9,2.470414746
4093,10:32:08 AM,3:32:08 PM,13,2509.76,0.03,8,0,0,0,1,4,104769.9,1.56811614
4094,10:32:15 AM,3:32:15 PM,5,522.76,0.01,2,0,0,0,1,2,104769.9,0.326622458
4095,10:32:21 AM,3:32:21 PM,10,3312.71,0.03,2,1,0,0,3,4,104769.9,2.069806324
4096,10:32:27 AM,3:32:27 PM,8,1675.99,0.02,3,0,0,0,1,4,104769.9,1.047169153
4097,10:32:33 AM,3:32:33 PM,4,3174.49,0.03,0,1,0,0,1,2,104769.9,1.983447508
4098,10:32:40 AM,3:32:40 PM,9,19841.00,0.21,3,1,0,0,3,2,104769.9,12.39681087
4099,10:32:46 AM,3:32:46 PM,10,3799.29,0.04,3,2,0,0,2,3,104769.9,2.373827419
4100,10:32:52 AM,3:32:52 PM,2,615.35,0.01,0,0,0,0,1,1,104769.9,0.384473554
4101,10:32:58 AM,3:32:58 PM,4,3505.26,0.04,0,1,0,0,0,3,104769.9,2.190110772
4102,10:33:05 AM,3:33:05 PM,3,611.12,0.01,1,0,0,0,1,1,104769.9,0.381829534
4103,10:33:11 AM,3:33:11 PM,5,1215.25,0.01,2,1,0,0,1,1,104769.9,0.759295166
4104,10:33:17 AM,3:33:17 PM,6,1628.00,0.02,2,0,0,0,0,4,104769.9,1.017184858
4105,10:33:24 AM,3:33:24 PM,10,2636.67,0.03,5,1,0,1,1,2,104769.9,1.647409606
4106,10:33:30 AM,3:33:30 PM,10,3920.80,0.04,2,0,0,0,0,8,104769.9,2.449743125
4107,10:33:36 AM,3:33:36 PM,12,6570.22,0.07,5,1,0,0,0,6,104769.9,4.105125357
4108,10:33:42 AM,3:33:42 PM,8,2323.50,0.02,4,0,0,0,0,4,104769.9,1.451737645
4109,10:33:48 AM,3:33:48 PM,10,4162.45,0.04,2,0,0,0,5,3,104769.9,2.600731356
4110,10:33:55 AM,3:33:55 PM,7,1845.15,0.02,2,0,0,0,1,4,104769.9,1.152862315
4111,10:34:01 AM,3:34:01 PM,14,4352.62,0.05,6,1,0,0,3,4,104769.9,2.719548039
4112,10:34:07 AM,3:34:07 PM,8,3320.47,0.03,2,0,0,0,3,3,104769.9,2.07465665
4113,10:34:14 AM,3:34:14 PM,9,6322.52,0.07,2,2,0,0,0,5,104769.9,3.950361848
4114,10:34:20 AM,3:34:20 PM,10,2503.05,0.03,3,1,0,0,3,3,104769.9,1.56392664
4115,10:34:26 AM,3:34:26 PM,7,5383.23,0.06,2,1,0,0,1,3,104769.9,3.363484406
4116,10:34:32 AM,3:34:32 PM,11,3773.86,0.04,2,0,0,0,2,7,104769.9,2.357933895
4117,10:34:39 AM,3:34:39 PM,17,9604.99,0.10,5,0,0,0,7,5,104769.9,6.001270018
4118,10:34:45 AM,3:34:45 PM,6,2674.42,0.03,1,0,0,0,2,3,104769.9,1.670999799
4119,10:34:51 AM,3:34:51 PM,5,4674.79,0.05,0,1,0,0,2,2,104769.9,2.920843113
4120,10:34:57 AM,3:34:57 PM,8,2906.69,0.03,2,1,0,0,0,5,104769.9,1.816123437
4121,10:35:04 AM,3:35:04 PM,10,2916.61,0.03,1,0,0,0,4,5,104769.9,1.822318182
4122,10:35:10 AM,3:35:10 PM,13,8198.58,0.09,0,1,0,0,2,10,104769.9,5.122533968
4123,10:35:16 AM,3:35:16 PM,12,4778.11,0.05,2,0,0,0,3,7,104769.9,2.985402299
4124,10:35:23 AM,3:35:23 PM,9,2887.42,0.03,4,1,0,0,1,3,104769.9,1.804079398
4125,10:35:29 AM,3:35:29 PM,2,2195.59,0.02,0,0,0,0,1,1,104769.9,1.37182464
4126,10:35:35 AM,3:35:35 PM,13,4217.87,0.04,3,1,0,0,2,7,104769.9,2.635355074
4127,10:35:41 AM,3:35:41 PM,7,5100.15,0.05,2,2,0,0,1,2,104769.9,3.186613025
4128,10:35:48 AM,3:35:48 PM,7,2289.47,0.02,0,1,0,0,4,2,104769.9,1.430480042
4129,10:35:54 AM,3:35:54 PM,12,3226.96,0.03,3,2,0,0,1,6,104769.9,2.016230258
4130,10:36:00 AM,3:36:00 PM,6,2304.79,0.02,0,1,0,0,0,5,104769.9,1.440048618
4131,10:36:06 AM,3:36:06 PM,9,4361.13,0.05,3,0,0,0,0,6,104769.9,2.724865159
4132,10:36:13 AM,3:36:13 PM,7,1838.26,0.02,1,0,0,0,1,5,104769.9,1.148557189
4133,10:36:19 AM,3:36:19 PM,11,4800.00,0.05,5,1,0,1,2,2,104769.9,2.99907621
4134,10:36:25 AM,3:36:25 PM,14,9690.04,0.10,4,2,0,0,6,2,104769.9,6.054408988
4135,10:36:32 AM,3:36:32 PM,8,1167.56,0.01,5,0,0,0,1,2,104769.9,0.729497504
4136,10:36:38 AM,3:36:38 PM,8,2199.18,0.02,4,0,0,1,2,1,104769.9,1.37406175
4137,10:36:44 AM,3:36:44 PM,14,5046.11,0.05,5,0,1,0,3,5,104769.9,3.152846772
4138,10:36:50 AM,3:36:50 PM,11,3032.92,0.03,3,1,0,0,2,5,104769.9,1.894990715
4139,10:36:57 AM,3:36:57 PM,7,2756.05,0.03,3,1,0,0,1,2,104769.9,1.722003958
4140,10:37:03 AM,3:37:03 PM,11,3697.68,0.04,7,1,0,0,1,2,104769.9,2.31034046
4141,10:37:09 AM,3:37:09 PM,20,19827.73,0.21,6,1,0,0,7,6,104769.9,12.38852041
4142,10:37:15 AM,3:37:15 PM,8,1943.27,0.02,3,0,0,0,3,2,104769.9,1.214170479
4143,10:37:22 AM,3:37:22 PM,1,1854.38,0.02,0,1,0,0,0,0,104769.9,1.158630387
4144,10:37:28 AM,3:37:28 PM,4,588.78,0.01,2,1,0,0,0,1,104769.9,0.36787733
4145,10:37:34 AM,3:37:34 PM,3,1179.07,0.01,0,0,0,0,1,2,104769.9,0.736691907
4146,10:37:41 AM,3:37:41 PM,13,3948.67,0.04,4,2,0,0,4,3,104769.9,2.467157534
4147,10:37:47 AM,3:37:47 PM,9,1906.38,0.02,6,0,0,0,2,1,104769.9,1.191119507
4148,10:37:53 AM,3:37:53 PM,9,4444.38,0.05,1,1,0,0,1,6,104769.9,2.776880224
4149,10:37:59 AM,3:37:59 PM,10,2641.45,0.03,3,0,0,0,3,4,104769.9,1.650400098
4150,10:38:06 AM,3:38:06 PM,10,6058.01,0.06,5,1,0,1,2,1,104769.9,3.78509271
4151,10:38:12 AM,3:38:12 PM,12,32381.44,0.34,3,4,0,0,3,2,104769.9,20.23217539
4152,10:38:18 AM,3:38:18 PM,8,4210.18,0.04,1,0,0,0,2,5,104769.9,2.630554079
4153,10:38:24 AM,3:38:24 PM,11,4228.03,0.04,2,2,0,0,2,5,104769.9,2.641705425
4154,10:38:31 AM,3:38:31 PM,7,3416.16,0.04,1,1,0,0,0,5,104769.9,2.134441029
4155,10:38:37 AM,3:38:37 PM,5,1684.73,0.02,2,0,0,0,2,1,104769.9,1.052630979
4156,10:38:43 AM,3:38:43 PM,12,3984.36,0.04,4,0,0,0,3,5,104769.9,2.489457032
4157,10:38:50 AM,3:38:50 PM,13,4676.48,0.05,7,0,0,0,1,5,104769.9,2.921900922
4158,10:38:56 AM,3:38:56 PM,10,2812.38,0.03,4,1,0,0,3,2,104769.9,1.757198401
4159,10:39:02 AM,3:39:02 PM,10,3043.07,0.03,4,0,0,0,2,4,104769.9,1.90133393
4160,10:39:08 AM,3:39:08 PM,6,2081.83,0.02,2,1,0,0,1,2,104769.9,1.300743155
4161,10:39:15 AM,3:39:15 PM,6,3100.36,0.03,2,1,0,0,1,2,104769.9,1.937131407
4162,10:39:21 AM,3:39:21 PM,17,6739.23,0.07,2,1,0,0,8,6,104769.9,4.210720456
4163,10:39:27 AM,3:39:27 PM,14,7294.07,0.08,5,0,0,0,4,5,104769.9,4.557392725
4164,10:39:33 AM,3:39:33 PM,9,3240.49,0.03,4,1,0,0,1,3,104769.9,2.024684498
4165,10:39:40 AM,3:39:40 PM,16,51164.02,0.53,2,9,0,0,2,3,104769.9,31.96767233
4166,10:39:46 AM,3:39:46 PM,5,1415.98,0.01,1,0,0,0,3,1,104769.9,0.884715803
4167,10:39:52 AM,3:39:52 PM,8,2946.19,0.03,3,1,0,0,1,3,104769.9,1.840801589
4168,10:39:59 AM,3:39:59 PM,9,2653.11,0.03,3,0,0,1,2,3,104769.9,1.657683279
4169,10:40:05 AM,3:40:05 PM,7,2473.40,0.03,2,1,0,0,2,2,104769.9,1.545401359
4170,10:40:11 AM,3:40:11 PM,10,4493.51,0.05,2,1,0,0,2,5,104769.9,2.807579133
4171,10:40:17 AM,3:40:17 PM,7,1329.82,0.01,4,0,0,0,0,3,104769.9,0.830881674
4172,10:40:24 AM,3:40:24 PM,8,4119.41,0.04,3,0,0,0,2,3,104769.9,2.573841601
4173,10:40:30 AM,3:40:30 PM,11,4982.96,0.05,3,1,0,0,3,4,104769.9,3.113393897
4174,10:40:36 AM,3:40:36 PM,3,445.55,0.00,1,0,0,0,1,1,104769.9,0.278382805
4175,10:40:42 AM,3:40:42 PM,9,3123.91,0.03,1,0,0,0,5,3,104769.9,1.951842518
4176,10:40:49 AM,3:40:49 PM,6,2186.51,0.02,3,1,0,0,1,1,104769.9,1.366147371
4177,10:40:55 AM,3:40:55 PM,11,6919.92,0.07,2,0,1,0,4,4,104769.9,4.323619633
4178,10:41:01 AM,3:41:01 PM,6,1119.86,0.01,3,0,0,0,1,2,104769.9,0.699696025
4179,10:41:08 AM,3:41:08 PM,7,2189.59,0.02,2,1,0,0,2,2,104769.9,1.368072004
4180,10:41:14 AM,3:41:14 PM,7,2912.27,0.03,1,0,0,0,1,5,104769.9,1.819611056
4181,10:41:20 AM,3:41:20 PM,11,5998.65,0.06,2,2,0,0,1,6,104769.9,3.748004731
4182,10:41:26 AM,3:41:26 PM,14,8411.03,0.09,3,3,0,0,4,4,104769.9,5.255275986
4183,10:41:33 AM,3:41:33 PM,6,2958.68,0.03,2,1,0,0,0,3,104769.9,1.848605418
4184,10:41:39 AM,3:41:39 PM,9,3461.36,0.04,1,0,0,0,4,4,104769.9,2.162687467
4185,10:41:45 AM,3:41:45 PM,15,15237.54,0.16,3,3,0,0,5,4,104769.9,9.520532681
4186,10:41:51 AM,3:41:51 PM,7,3227.69,0.03,2,0,0,0,2,3,104769.9,2.01668834
4187,10:41:58 AM,3:41:58 PM,3,1927.62,0.02,1,0,0,0,1,1,104769.9,1.204389676
4188,10:42:04 AM,3:42:04 PM,9,5989.66,0.06,3,1,1,0,3,1,104769.9,3.742382939
4189,10:42:10 AM,3:42:10 PM,8,3171.68,0.03,0,0,0,0,3,5,104769.9,1.981688676
4190,10:42:16 AM,3:42:16 PM,6,2356.15,0.02,2,0,0,0,3,1,104769.9,1.47213776
4191,10:42:23 AM,3:42:23 PM,14,5968.94,0.06,1,0,0,0,3,10,104769.9,3.729442256
4192,10:42:29 AM,3:42:29 PM,9,4637.81,0.05,1,2,0,0,2,4,104769.9,2.897741966
4193,10:42:35 AM,3:42:35 PM,9,26603.99,0.28,0,1,0,0,3,5,104769.9,16.62237761
4194,10:42:41 AM,3:42:41 PM,4,2991.36,0.03,2,1,0,0,0,1,104769.9,1.869023386
4195,10:42:48 AM,3:42:48 PM,3,687.38,0.01,1,0,0,0,1,1,104769.9,0.429478608
4196,10:42:54 AM,3:42:54 PM,18,3004.81,0.03,10,1,0,0,4,3,104769.9,1.877428193
4197,10:43:00 AM,3:43:00 PM,11,2109.28,0.02,5,0,0,0,3,3,104769.9,1.317894801
4198,10:43:07 AM,3:43:07 PM,6,1641.75,0.02,1,1,0,0,3,1,104769.9,1.025777404
4199,10:43:13 AM,3:43:13 PM,9,2574.52,0.03,2,0,0,1,4,2,104769.9,1.608577718
4200,10:43:19 AM,3:43:19 PM,3,3073.61,0.03,0,1,0,0,1,1,104769.9,1.92041453
4201,10:43:25 AM,3:43:25 PM,6,2983.17,0.03,2,1,0,0,1,2,104769.9,1.863910531
4202,10:43:32 AM,3:43:32 PM,7,2388.61,0.02,0,0,0,0,4,3,104769.9,1.492420052
4203,10:43:38 AM,3:43:38 PM,10,6550.65,0.07,4,1,0,0,1,4,104769.9,4.092895323
4204,10:43:44 AM,3:43:44 PM,9,7046.33,0.07,2,2,0,1,1,3,104769.9,4.402602112
4205,10:43:51 AM,3:43:51 PM,11,2801.76,0.03,3,0,0,0,2,6,104769.9,1.750563632
4206,10:43:57 AM,3:43:57 PM,10,2470.04,0.03,2,0,0,0,2,6,104769.9,1.543301534
4207,10:44:03 AM,3:44:03 PM,12,5820.39,0.06,2,2,0,0,4,4,104769.9,3.636625652
4208,10:44:09 AM,3:44:09 PM,9,1577.33,0.02,4,0,0,0,1,4,104769.9,0.985526995
4209,10:44:16 AM,3:44:16 PM,9,2083.63,0.02,5,0,1,0,1,2,104769.9,1.301867235
4210,10:44:22 AM,3:44:22 PM,10,4451.33,0.05,2,1,0,0,7,0,104769.9,2.781228265
4211,10:44:28 AM,3:44:28 PM,9,957.89,0.01,6,0,0,0,2,1,104769.9,0.598497304
4212,10:44:34 AM,3:44:34 PM,7,2533.75,0.03,1,0,0,0,0,6,104769.9,1.583104449
4213,10:44:41 AM,3:44:41 PM,12,3523.83,0.04,4,2,0,0,3,3,104769.9,2.201717382
4214,10:44:47 AM,3:44:47 PM,13,6609.46,0.07,3,0,0,0,3,7,104769.9,4.129638894
4215,10:44:53 AM,3:44:53 PM,7,1849.06,0.02,3,0,0,0,1,3,104769.9,1.155309356
4216,10:45:00 AM,3:45:00 PM,19,6790.66,0.07,4,1,0,0,6,8,104769.9,4.242854331
4217,10:45:06 AM,3:45:06 PM,3,545.94,0.01,1,0,0,0,0,2,104769.9,0.341110021
4218,10:45:12 AM,3:45:12 PM,7,4003.16,0.04,2,1,0,0,0,4,104769.9,2.501202432
4219,10:45:18 AM,3:45:18 PM,7,1642.81,0.02,3,0,0,0,1,3,104769.9,1.026440728
4220,10:45:25 AM,3:45:25 PM,8,4344.36,0.05,2,0,0,0,1,5,104769.9,2.714391884
4221,10:45:31 AM,3:45:31 PM,9,4095.65,0.04,3,1,0,0,2,3,104769.9,2.558993789
4222,10:45:37 AM,3:45:37 PM,8,2784.25,0.03,3,0,0,0,3,2,104769.9,1.739623717
4223,10:45:43 AM,3:45:43 PM,13,2412.10,0.03,7,1,0,0,3,2,104769.9,1.507096037
4224,10:45:50 AM,3:45:50 PM,10,1944.31,0.02,3,0,0,0,3,4,104769.9,1.214820623
4225,10:45:56 AM,3:45:56 PM,9,2511.67,0.03,2,0,0,0,1,6,104769.9,1.569308734
4226,10:46:02 AM,3:46:02 PM,9,4589.84,0.05,2,0,0,0,3,4,104769.9,2.867769429
4227,10:46:09 AM,3:46:09 PM,9,2881.58,0.03,3,1,0,0,1,4,104769.9,1.800436083
