Frame,Acquisition Time,Acquisition Time MDT,Cluster Count,Energy(Kev),Dose rate (uSv),SMALL_BLOB,HEAVY_TRACK,HEAVY_BLOB,MEDIUM_BLOB,STRAIGHT_TRACK,LIGHT_TRACK,Altitude,Dose
2141,7:08:37 AM,12:08:37 PM,4,628.81,0.01,1,0,0,0,1,2,104769.9,0.39288585
2142,7:08:44 AM,12:08:44 PM,9,6365.19,0.07,5,0,0,0,1,3,104769.9,3.977017759
2143,7:08:50 AM,12:08:50 PM,8,7273.67,0.08,2,1,0,0,2,3,104769.9,4.544645481
2144,7:08:56 AM,12:08:56 PM,12,2963.71,0.03,3,0,0,0,3,6,104769.9,1.851749811
2145,7:09:02 AM,12:09:02 PM,5,4078.38,0.04,1,1,1,0,1,1,104769.9,2.548202692
2146,7:09:08 AM,12:09:08 PM,11,3833.50,0.04,2,0,0,0,4,5,104769.9,2.395199964
2147,7:09:15 AM,12:09:15 PM,3,2983.43,0.03,1,1,0,0,0,1,104769.9,1.864067422
2148,7:09:21 AM,12:09:21 PM,7,14590.98,0.15,2,1,0,0,1,3,104769.9,9.116554494
2149,7:09:27 AM,12:09:27 PM,15,5486.75,0.06,3,1,0,0,2,9,104769.9,3.428162032
2150,7:09:33 AM,12:09:33 PM,8,1574.35,0.02,1,0,0,0,1,6,104769.9,0.983666168
2151,7:09:40 AM,12:09:40 PM,4,733.19,0.01,1,1,0,0,1,1,104769.9,0.458101907
2152,7:09:46 AM,12:09:46 PM,11,3911.28,0.04,5,2,0,0,0,4,104769.9,2.443796419
2153,7:09:52 AM,12:09:52 PM,9,4911.95,0.05,2,2,0,0,1,4,104769.9,3.069024149
2154,7:09:58 AM,12:09:58 PM,7,3065.74,0.03,3,0,0,0,1,3,104769.9,1.91549773
2155,7:10:04 AM,12:10:04 PM,18,9752.91,0.10,5,1,0,0,6,6,104769.9,6.093694339
2156,7:10:11 AM,12:10:11 PM,7,1895.32,0.02,2,0,0,0,3,2,104769.9,1.184211524
2157,7:10:17 AM,12:10:17 PM,7,1271.62,0.01,1,0,0,0,0,6,104769.9,0.79451543
2158,7:10:23 AM,12:10:23 PM,9,2987.19,0.03,1,0,0,0,2,6,104769.9,1.866417611
2159,7:10:29 AM,12:10:29 PM,4,1165.89,0.01,1,0,0,0,0,3,104769.9,0.728454364
2160,7:10:36 AM,12:10:36 PM,6,2366.58,0.02,1,0,0,0,2,3,104769.9,1.478655298
2161,7:10:42 AM,12:10:42 PM,9,7411.60,0.08,1,2,0,0,2,4,104769.9,4.630825285
2162,7:10:48 AM,12:10:48 PM,9,133453.37,1.39,3,1,0,0,2,3,104769.9,83.38269501
2163,7:10:54 AM,12:10:54 PM,5,766.45,0.01,2,0,0,0,1,2,104769.9,0.478882903
2164,7:11:01 AM,12:11:01 PM,7,1710.65,0.02,2,1,0,0,2,2,104769.9,1.068829533
2165,7:11:07 AM,12:11:07 PM,7,5651.05,0.06,1,1,0,0,1,4,104769.9,3.530822661
2166,7:11:13 AM,12:11:13 PM,6,1644.55,0.02,1,0,0,0,2,3,104769.9,1.027525303
2167,7:11:19 AM,12:11:19 PM,8,2747.78,0.03,1,0,0,0,3,4,104769.9,1.716835325
2168,7:11:26 AM,12:11:26 PM,3,604.73,0.01,1,0,0,0,2,0,104769.9,0.377841805
2169,7:11:32 AM,12:11:32 PM,24,52253.95,0.54,6,1,0,0,6,11,104769.9,32.64867171
2170,7:11:38 AM,12:11:38 PM,7,17486.31,0.18,2,0,1,0,3,1,104769.9,10.92557961
2171,7:11:44 AM,12:11:44 PM,14,7211.36,0.08,5,1,0,0,3,5,104769.9,4.505713972
2172,7:11:51 AM,12:11:51 PM,9,2833.38,0.03,4,1,0,0,0,4,104769.9,1.770318578
2173,7:11:57 AM,12:11:57 PM,3,666.14,0.01,0,0,0,0,1,2,104769.9,0.416209269
2174,7:12:03 AM,12:12:03 PM,6,2274.78,0.02,3,1,0,0,1,1,104769.9,1.421298577
2175,7:12:09 AM,12:12:09 PM,9,5153.98,0.05,2,2,0,0,0,5,104769.9,3.220245245
2176,7:12:15 AM,12:12:15 PM,17,8147.51,0.08,3,4,0,0,4,6,104769.9,5.090623957
2177,7:12:22 AM,12:12:22 PM,10,3771.31,0.04,2,1,0,0,1,6,104769.9,2.356344456
2178,7:12:28 AM,12:12:28 PM,4,2190.09,0.02,0,0,0,0,3,1,104769.9,1.368384746
2179,7:12:34 AM,12:12:34 PM,13,2567.86,0.03,6,0,0,0,1,6,104769.9,1.604419594
2180,7:12:40 AM,12:12:40 PM,9,3574.35,0.04,2,1,0,0,4,2,104769.9,2.233280354
2181,7:12:47 AM,12:12:47 PM,6,784.53,0.01,3,0,0,0,0,3,104769.9,0.490177969
2182,7:12:53 AM,12:12:53 PM,10,2483.04,0.03,3,3,0,0,0,4,104769.9,1.551425343
2183,7:12:59 AM,12:12:59 PM,8,5786.71,0.06,2,2,0,0,1,3,104769.9,3.615582127
2184,7:13:05 AM,12:13:05 PM,8,2949.83,0.03,3,2,0,0,1,2,104769.9,1.84307652
2185,7:13:11 AM,12:13:11 PM,7,2706.16,0.03,4,0,0,0,0,3,104769.9,1.690828895
2186,7:13:18 AM,12:13:18 PM,9,3730.60,0.04,2,0,0,0,1,6,104769.9,2.330909789
2187,7:13:24 AM,12:13:24 PM,13,7874.33,0.08,4,0,0,0,3,6,104769.9,4.919940023
2188,7:13:30 AM,12:13:30 PM,15,5252.95,0.05,7,1,0,0,4,3,104769.9,3.28208311
2189,7:13:37 AM,12:13:37 PM,8,4076.36,0.04,1,0,0,0,3,4,104769.9,2.546942896
2190,7:13:43 AM,12:13:43 PM,7,1785.25,0.02,3,0,0,0,0,4,104769.9,1.115435703
2191,7:13:49 AM,12:13:49 PM,15,39552.21,0.41,4,1,0,0,3,7,104769.9,24.71252566
2192,7:13:55 AM,12:13:55 PM,8,5340.98,0.06,1,0,0,0,2,5,104769.9,3.337087004
2193,7:14:01 AM,12:14:01 PM,8,4371.33,0.05,2,2,0,0,0,4,104769.9,2.73124303
2194,7:14:07 AM,12:14:07 PM,8,2708.54,0.03,1,0,0,0,3,4,104769.9,1.692314534
2195,7:14:14 AM,12:14:14 PM,5,4092.98,0.04,1,0,0,0,2,2,104769.9,2.557326948
2196,7:14:20 AM,12:14:20 PM,8,2840.20,0.03,3,0,0,0,4,1,104769.9,1.774581746
2197,7:14:26 AM,12:14:26 PM,9,9121.92,0.09,1,3,0,0,0,5,104769.9,5.699447667
2198,7:14:32 AM,12:14:32 PM,9,5641.02,0.06,2,0,0,0,2,5,104769.9,3.524551771
2199,7:14:39 AM,12:14:39 PM,5,3635.95,0.04,2,1,0,0,0,2,104769.9,2.271768054
2200,7:14:45 AM,12:14:45 PM,5,1203.12,0.01,2,0,0,0,1,2,104769.9,0.751719005
2201,7:14:51 AM,12:14:51 PM,14,4650.27,0.05,4,2,0,1,4,3,104769.9,2.905522446
2202,7:14:57 AM,12:14:57 PM,7,1634.14,0.02,4,1,0,0,0,2,104769.9,1.021023696
2203,7:15:03 AM,12:15:03 PM,12,4976.18,0.05,2,0,0,0,1,9,104769.9,3.109156215
2204,7:15:10 AM,12:15:10 PM,10,2946.57,0.03,1,0,0,0,4,5,104769.9,1.84103955
2205,7:15:16 AM,12:15:16 PM,11,7029.72,0.07,2,2,0,0,2,5,104769.9,4.392223265
2206,7:15:22 AM,12:15:22 PM,13,4157.03,0.04,6,1,0,0,2,4,104769.9,2.597343693
2207,7:15:28 AM,12:15:28 PM,10,4304.12,0.04,3,0,0,0,1,6,104769.9,2.689245288
2208,7:15:34 AM,12:15:34 PM,8,2975.23,0.03,3,2,0,0,2,1,104769.9,1.858947017
2209,7:15:41 AM,12:15:41 PM,10,3544.85,0.04,5,1,0,0,0,4,104769.9,2.214851061
2210,7:15:47 AM,12:15:47 PM,5,2834.02,0.03,2,1,0,0,2,0,104769.9,1.770715905
2211,7:15:53 AM,12:15:53 PM,8,7726.57,0.08,2,0,0,0,1,5,104769.9,4.82761953
2212,7:15:59 AM,12:15:59 PM,9,2270.80,0.02,4,0,0,0,4,1,104769.9,1.418811758
2213,7:16:06 AM,12:16:06 PM,2,377.81,0.00,0,0,0,0,0,2,104769.9,0.236056031
2214,7:16:12 AM,12:16:12 PM,4,1406.58,0.01,0,0,0,0,1,3,104769.9,0.878844465
2215,7:16:18 AM,12:16:18 PM,8,5439.68,0.06,1,3,0,0,2,2,104769.9,3.398752748
2216,7:16:24 AM,12:16:24 PM,6,1976.24,0.02,2,1,0,0,1,2,104769.9,1.234770875
2217,7:16:30 AM,12:16:30 PM,1,918.06,0.01,0,0,0,0,0,1,104769.9,0.573613268
2218,7:16:37 AM,12:16:37 PM,11,2527.34,0.03,4,1,0,0,1,5,104769.9,1.579103255
2219,7:16:43 AM,12:16:43 PM,17,12830.61,0.13,5,4,0,0,1,7,104769.9,8.016664552
2220,7:16:49 AM,12:16:49 PM,9,5266.14,0.05,0,1,0,0,3,5,104769.9,3.290322087
2221,7:16:55 AM,12:16:55 PM,11,4375.60,0.05,6,0,0,0,3,2,104769.9,2.733911467
2222,7:17:02 AM,12:17:02 PM,9,14770.01,0.15,3,2,0,0,2,2,104769.9,9.228413018
2223,7:17:08 AM,12:17:08 PM,18,10381.46,0.11,6,2,0,0,3,7,104769.9,6.486418166
2224,7:17:14 AM,12:17:14 PM,8,1617.26,0.02,3,0,0,0,2,3,104769.9,1.010473887
2225,7:17:20 AM,12:17:20 PM,4,552.07,0.01,2,0,0,0,0,2,104769.9,0.344936983
2226,7:17:27 AM,12:17:27 PM,13,5349.00,0.06,3,1,0,0,2,7,104769.9,3.3420941
2227,7:17:33 AM,12:17:33 PM,17,5290.80,0.06,5,1,0,0,5,6,104769.9,3.305733711
2228,7:17:39 AM,12:17:39 PM,6,2333.21,0.02,1,1,0,0,2,2,104769.9,1.457809999
2229,7:17:45 AM,12:17:45 PM,10,2151.78,0.02,4,0,0,0,3,3,104769.9,1.344445787
2230,7:17:51 AM,12:17:51 PM,9,3466.53,0.04,4,1,0,0,0,4,104769.9,2.165915663
2231,7:17:58 AM,12:17:58 PM,10,4083.33,0.04,2,2,0,0,5,1,104769.9,2.55129724
2232,7:18:04 AM,12:18:04 PM,15,5804.02,0.06,3,1,0,0,5,6,104769.9,3.626397185
2233,7:18:10 AM,12:18:10 PM,7,1763.56,0.02,2,0,0,0,2,3,104769.9,1.101888404
2234,7:18:16 AM,12:18:16 PM,8,1451.71,0.02,4,0,0,0,3,1,104769.9,0.907036937
2235,7:18:22 AM,12:18:22 PM,9,5965.64,0.06,3,1,0,0,1,4,104769.9,3.727379571
2236,7:18:29 AM,12:18:29 PM,8,1663.32,0.02,3,0,0,0,0,5,104769.9,1.039257493
2237,7:18:35 AM,12:18:35 PM,3,682.82,0.01,1,0,0,0,2,0,104769.9,0.426633362
2238,7:18:41 AM,12:18:41 PM,9,3514.57,0.04,1,1,0,0,2,5,104769.9,2.195932164
2239,7:18:47 AM,12:18:47 PM,7,3220.65,0.03,1,1,0,0,3,2,104769.9,2.012287482
2240,7:18:54 AM,12:18:54 PM,9,2673.65,0.03,4,1,0,0,1,3,104769.9,1.670518761
2241,7:19:00 AM,12:19:00 PM,8,1161.49,0.01,4,0,0,0,2,2,104769.9,0.725707481
2242,7:19:06 AM,12:19:06 PM,6,1203.87,0.01,2,0,0,0,2,2,104769.9,0.752187228
2243,7:19:12 AM,12:19:12 PM,6,1374.38,0.01,0,0,0,0,3,3,104769.9,0.858720155
2244,7:19:18 AM,12:19:18 PM,5,2109.75,0.02,0,0,0,0,3,2,104769.9,1.318188046
2245,7:19:25 AM,12:19:25 PM,3,4601.34,0.05,0,1,0,0,0,2,104769.9,2.874951124
2246,7:19:31 AM,12:19:31 PM,4,884.93,0.01,1,0,0,0,1,2,104769.9,0.552909499
2247,7:19:37 AM,12:19:37 PM,19,12423.07,0.13,2,2,0,0,5,10,104769.9,7.762027943
2248,7:19:43 AM,12:19:43 PM,9,6825.89,0.07,0,0,0,0,1,8,104769.9,4.264869025
2249,7:19:50 AM,12:19:50 PM,11,4214.04,0.04,3,1,0,0,3,4,104769.9,2.632964154
2250,7:19:56 AM,12:19:56 PM,10,2527.30,0.03,1,0,0,1,2,6,104769.9,1.57907924
2251,7:20:02 AM,12:20:02 PM,8,5658.40,0.06,1,2,0,0,1,4,104769.9,3.535412709
2252,7:20:08 AM,12:20:08 PM,10,8129.94,0.08,5,1,0,0,1,3,104769.9,5.079647379
2253,7:20:15 AM,12:20:15 PM,6,12525.85,0.13,0,1,0,0,2,3,104769.9,7.826250162
2254,7:20:21 AM,12:20:21 PM,5,1717.75,0.02,0,0,0,0,3,2,104769.9,1.073260394
2255,7:20:27 AM,12:20:27 PM,6,6944.40,0.07,2,0,1,0,0,3,104769.9,4.338916189
2256,7:20:33 AM,12:20:33 PM,7,6488.78,0.07,2,0,0,0,2,3,104769.9,4.054240408
2257,7:20:39 AM,12:20:39 PM,8,3285.87,0.03,1,1,0,0,3,3,104769.9,2.053036962
2258,7:20:46 AM,12:20:46 PM,7,1878.91,0.02,3,0,0,0,1,3,104769.9,1.17395881
2259,7:20:52 AM,12:20:52 PM,15,11864.01,0.12,5,1,0,0,4,5,104769.9,7.412722105
2260,7:20:58 AM,12:20:58 PM,2,842.89,0.01,0,0,0,0,0,2,104769.9,0.526641556
2261,7:21:04 AM,12:21:04 PM,12,6414.14,0.07,3,3,0,0,3,3,104769.9,4.007603463
2262,7:21:11 AM,12:21:11 PM,12,3382.06,0.04,5,0,0,0,3,4,104769.9,2.113137087
2263,7:21:17 AM,12:21:17 PM,10,3728.25,0.04,3,1,0,0,1,5,104769.9,2.329442002
2264,7:21:23 AM,12:21:23 PM,6,1454.59,0.02,3,0,0,0,2,1,104769.9,0.908839564
2265,7:21:29 AM,12:21:29 PM,13,4459.81,0.05,2,1,0,0,3,7,104769.9,2.78652426
2266,7:21:36 AM,12:21:36 PM,9,3212.73,0.03,1,1,0,0,0,7,104769.9,2.007339521
2267,7:21:42 AM,12:21:42 PM,14,3376.91,0.04,6,1,0,0,3,4,104769.9,2.109918069
2268,7:21:48 AM,12:21:48 PM,11,18061.89,0.19,7,0,0,0,0,4,104769.9,11.2852097
2269,7:21:54 AM,12:21:54 PM,9,2903.63,0.03,1,2,0,0,3,3,104769.9,1.81421128
2270,7:22:01 AM,12:22:01 PM,9,4055.66,0.04,2,0,0,0,4,3,104769.9,2.534009928
2271,7:22:07 AM,12:22:07 PM,11,4470.14,0.05,2,1,0,0,4,4,104769.9,2.79297781
2272,7:22:13 AM,12:22:13 PM,9,12339.56,0.13,2,2,0,0,3,2,104769.9,7.709854548
2273,7:22:19 AM,12:22:19 PM,8,6882.32,0.07,3,1,0,0,1,3,104769.9,4.300124668
2274,7:22:26 AM,12:22:26 PM,5,1863.23,0.02,1,0,0,0,1,3,104769.9,1.164162177
2275,7:22:32 AM,12:22:32 PM,14,8038.97,0.08,3,1,0,0,4,6,104769.9,5.02281201
2276,7:22:38 AM,12:22:38 PM,10,6620.58,0.07,2,2,0,0,4,2,104769.9,4.13658777
2277,7:22:44 AM,12:22:44 PM,3,7413.83,0.08,0,1,0,0,1,1,104769.9,4.632218768
2278,7:22:51 AM,12:22:51 PM,10,2617.05,0.03,4,2,0,0,3,1,104769.9,1.635153907
2279,7:22:57 AM,12:22:57 PM,14,3306.16,0.03,5,2,0,0,2,5,104769.9,2.065712967
2280,7:23:03 AM,12:23:03 PM,6,3676.15,0.04,0,1,0,0,2,3,104769.9,2.296884506
2281,7:23:09 AM,12:23:09 PM,5,2202.31,0.02,3,1,0,0,0,1,104769.9,1.376019358
2282,7:23:16 AM,12:23:16 PM,11,3064.75,0.03,5,1,0,0,1,4,104769.9,1.914879552
2283,7:23:22 AM,12:23:22 PM,3,248.78,0.00,2,0,0,0,0,1,104769.9,0.155436809
2284,7:23:28 AM,12:23:28 PM,11,4754.98,0.05,2,1,0,0,2,6,104769.9,2.970948514
2285,7:23:34 AM,12:23:34 PM,8,3956.76,0.04,0,2,0,0,3,3,104769.9,2.472214137
2286,7:23:41 AM,12:23:41 PM,10,3722.51,0.04,4,1,0,1,3,1,104769.9,2.325851556
2287,7:23:47 AM,12:23:47 PM,9,2855.12,0.03,0,0,0,0,5,4,104769.9,1.783903738
2288,7:23:53 AM,12:23:53 PM,6,2116.07,0.02,2,0,1,0,0,3,104769.9,1.322137279
2289,7:23:59 AM,12:23:59 PM,7,1910.91,0.02,2,1,0,0,1,3,104769.9,1.193953403
2290,7:24:06 AM,12:24:06 PM,8,2226.57,0.02,2,0,0,0,4,2,104769.9,1.391179361
2291,7:24:12 AM,12:24:12 PM,10,6261.58,0.07,2,2,0,0,3,3,104769.9,3.912280981
2292,7:24:18 AM,12:24:18 PM,7,8496.11,0.09,1,0,0,0,2,4,104769.9,5.308437782
2293,7:24:24 AM,12:24:24 PM,12,6276.62,0.07,6,0,0,0,2,4,104769.9,3.921683554
2294,7:24:30 AM,12:24:30 PM,8,1884.85,0.02,2,0,0,0,4,2,104769.9,1.177669489
2295,7:24:37 AM,12:24:37 PM,9,4345.62,0.05,2,1,0,0,2,4,104769.9,2.715175401
2296,7:24:43 AM,12:24:43 PM,13,4007.23,0.04,5,1,0,0,3,4,104769.9,2.503748835
2297,7:24:49 AM,12:24:49 PM,9,3746.44,0.04,2,1,0,0,4,2,104769.9,2.340801759
2298,7:24:55 AM,12:24:55 PM,10,4207.11,0.04,0,0,0,0,2,8,104769.9,2.628635284
2299,7:25:02 AM,12:25:02 PM,8,2393.37,0.02,3,1,0,0,3,1,104769.9,1.49539326
2300,7:25:08 AM,12:25:08 PM,12,3458.68,0.04,5,1,0,0,3,3,104769.9,2.161009494
2301,7:25:14 AM,12:25:14 PM,10,4688.42,0.05,1,1,0,0,3,5,104769.9,2.929362669
2302,7:25:20 AM,12:25:20 PM,13,19160.32,0.20,3,3,1,0,1,5,104769.9,11.97151515
2303,7:25:27 AM,12:25:27 PM,4,1241.66,0.01,1,0,0,0,1,2,104769.9,0.77579598
2304,7:25:33 AM,12:25:33 PM,12,6822.88,0.07,3,0,0,0,2,7,104769.9,4.262987025
2305,7:25:39 AM,12:25:39 PM,15,8284.13,0.09,7,1,0,1,0,6,104769.9,5.175986463
2306,7:25:45 AM,12:25:45 PM,10,6352.75,0.07,0,1,0,0,3,6,104769.9,3.969249101
2307,7:25:52 AM,12:25:52 PM,12,4180.50,0.04,3,1,0,0,6,2,104769.9,2.612006698
2308,7:25:58 AM,12:25:58 PM,7,3817.57,0.04,4,1,0,0,2,0,104769.9,2.38524687
2309,7:26:04 AM,12:26:04 PM,9,4998.59,0.05,2,1,0,0,2,4,104769.9,3.123157916
2310,7:26:10 AM,12:26:10 PM,13,5675.77,0.06,3,1,0,0,6,3,104769.9,3.5462658
2311,7:26:17 AM,12:26:17 PM,9,3682.71,0.04,2,0,0,0,3,4,104769.9,2.300985686
2312,7:26:23 AM,12:26:23 PM,6,4767.86,0.05,1,2,0,0,1,2,104769.9,2.978995179
2313,7:26:29 AM,12:26:29 PM,7,1817.33,0.02,3,1,0,0,1,2,104769.9,1.135483228
2314,7:26:35 AM,12:26:35 PM,9,2670.18,0.03,3,0,0,0,2,4,104769.9,1.668348748
2315,7:26:42 AM,12:26:42 PM,5,2786.64,0.03,0,0,0,0,2,3,104769.9,1.74111114
2316,7:26:48 AM,12:26:48 PM,5,1588.32,0.02,1,0,0,0,2,2,104769.9,0.99239375
2317,7:26:54 AM,12:26:54 PM,10,6638.30,0.07,1,1,0,0,3,5,104769.9,4.14766245
2318,7:27:00 AM,12:27:00 PM,12,5959.34,0.06,3,3,0,0,4,2,104769.9,3.7234398
2319,7:27:07 AM,12:27:07 PM,7,1860.33,0.02,2,0,0,0,0,5,104769.9,1.162348588
2320,7:27:13 AM,12:27:13 PM,8,5008.06,0.05,2,2,0,0,1,3,104769.9,3.129072307
2321,7:27:19 AM,12:27:19 PM,7,2331.89,0.02,1,0,0,0,2,4,104769.9,1.456979999
2322,7:27:25 AM,12:27:25 PM,7,4021.23,0.04,1,1,0,0,0,5,104769.9,2.512496112
2323,7:27:32 AM,12:27:32 PM,6,1801.22,0.02,1,0,0,0,0,5,104769.9,1.125413955
2324,7:27:38 AM,12:27:38 PM,10,6210.00,0.06,2,2,0,0,2,4,104769.9,3.880053232
2325,7:27:44 AM,12:27:44 PM,7,3687.27,0.04,1,0,1,0,3,2,104769.9,2.303835063
2326,7:27:50 AM,12:27:50 PM,9,3819.97,0.04,1,1,0,0,1,6,104769.9,2.386747269
2327,7:27:57 AM,12:27:57 PM,14,4711.38,0.05,3,0,0,0,8,3,104769.9,2.943708305
2328,7:28:03 AM,12:28:03 PM,11,3948.66,0.04,3,2,0,0,0,6,104769.9,2.467152933
2329,7:28:09 AM,12:28:09 PM,7,1672.61,0.02,2,1,0,0,0,4,104769.9,1.045060838
2330,7:28:15 AM,12:28:15 PM,15,25131.17,0.26,5,1,0,0,5,4,104769.9,15.70214551
2331,7:28:22 AM,12:28:22 PM,7,1545.00,0.02,1,0,0,0,3,3,104769.9,0.965326388
2332,7:28:28 AM,12:28:28 PM,8,10426.87,0.11,2,1,0,0,1,4,104769.9,6.514785706
2333,7:28:34 AM,12:28:34 PM,12,8597.75,0.09,5,2,0,0,1,4,104769.9,5.371942445
2334,7:28:40 AM,12:28:40 PM,4,4912.52,0.05,0,1,0,0,1,2,104769.9,3.069378058
2335,7:28:47 AM,12:28:47 PM,10,8871.44,0.09,3,0,0,0,1,6,104769.9,5.542946235
2336,7:28:53 AM,12:28:53 PM,5,3207.64,0.03,0,0,0,0,4,1,104769.9,2.004157566
2337,7:28:59 AM,12:28:59 PM,13,3861.10,0.04,3,1,0,0,3,6,104769.9,2.412445839
2338,7:29:05 AM,12:29:05 PM,7,3890.66,0.04,2,1,0,0,1,3,104769.9,2.430916985
2339,7:29:12 AM,12:29:12 PM,5,915.28,0.01,2,0,0,0,2,1,104769.9,0.571875812
2340,7:29:18 AM,12:29:18 PM,13,6037.18,0.06,1,1,0,0,6,5,104769.9,3.772079662
2341,7:29:24 AM,12:29:24 PM,6,1987.03,0.02,1,0,0,0,2,3,104769.9,1.241513046
2342,7:29:31 AM,12:29:31 PM,4,763.94,0.01,1,0,0,0,2,1,104769.9,0.477317953
2343,7:29:37 AM,12:29:37 PM,6,978.65,0.01,2,0,0,0,1,3,104769.9,0.61147097
2344,7:29:43 AM,12:29:43 PM,4,1192.98,0.01,0,1,0,0,1,2,104769.9,0.745385288
2345,7:29:49 AM,12:29:49 PM,8,2358.71,0.02,1,0,0,0,3,4,104769.9,1.473739979
2346,7:29:56 AM,12:29:56 PM,6,7218.88,0.08,2,0,0,0,0,4,104769.9,4.510411949
2347,7:30:02 AM,12:30:02 PM,11,4608.12,0.05,2,2,0,0,1,6,104769.9,2.879189865
2348,7:30:08 AM,12:30:08 PM,7,3954.48,0.04,1,1,0,0,2,3,104769.9,2.470788431
2349,7:30:14 AM,12:30:14 PM,15,10782.06,0.11,4,1,1,0,3,6,104769.9,6.736711293
2350,7:30:21 AM,12:30:21 PM,10,3011.58,0.03,3,0,0,0,3,4,104769.9,1.881656721
2351,7:30:27 AM,12:30:27 PM,3,825.66,0.01,0,0,0,0,2,1,104769.9,0.515877506
2352,7:30:33 AM,12:30:33 PM,7,2442.15,0.03,2,0,0,0,2,3,104769.9,1.525873285
2353,7:30:39 AM,12:30:39 PM,5,1637.33,0.02,1,0,0,0,0,4,104769.9,1.02301777
2354,7:30:46 AM,12:30:46 PM,14,4763.90,0.05,3,0,0,1,3,7,104769.9,2.976524166
2355,7:30:52 AM,12:30:52 PM,9,2853.66,0.03,3,1,0,0,1,4,104769.9,1.782985643
2356,7:30:58 AM,12:30:58 PM,6,3289.03,0.03,3,1,0,0,1,1,104769.9,2.05501406
2357,7:31:04 AM,12:31:04 PM,9,3606.75,0.04,2,1,0,0,4,2,104769.9,2.253524551
2358,7:31:11 AM,12:31:11 PM,16,8118.90,0.08,4,1,0,0,4,7,104769.9,5.072751066
2359,7:31:17 AM,12:31:17 PM,3,2245.47,0.02,1,0,0,0,1,1,104769.9,1.402985853
2360,7:31:23 AM,12:31:23 PM,6,1262.27,0.01,1,0,0,0,2,3,104769.9,0.788677018
2361,7:31:29 AM,12:31:29 PM,13,57407.43,0.60,1,0,1,0,1,10,104769.9,35.86860657
2362,7:31:36 AM,12:31:36 PM,15,6433.02,0.07,3,1,0,0,6,5,104769.9,4.019402407
2363,7:31:42 AM,12:31:42 PM,4,1059.56,0.01,1,0,0,0,1,2,104769.9,0.662018919
2364,7:31:48 AM,12:31:48 PM,7,2480.61,0.03,0,3,0,0,1,3,104769.9,1.549902756
2365,7:31:54 AM,12:31:54 PM,2,2033.77,0.02,0,1,0,0,0,1,104769.9,1.270715808
2366,7:32:01 AM,12:32:01 PM,10,3029.04,0.03,4,1,0,0,2,3,104769.9,1.892564675
2367,7:32:07 AM,12:32:07 PM,10,3868.77,0.04,4,2,0,0,3,1,104769.9,2.417238206
2368,7:32:13 AM,12:32:13 PM,11,4029.25,0.04,3,2,0,0,3,3,104769.9,2.5175078
2369,7:32:19 AM,12:32:19 PM,10,2959.37,0.03,3,0,0,0,3,4,104769.9,1.849038624
2370,7:32:26 AM,12:32:26 PM,12,5176.85,0.05,2,1,0,0,5,4,104769.9,3.234536481
2371,7:32:32 AM,12:32:32 PM,5,2787.31,0.03,2,1,0,0,1,1,104769.9,1.741535068
2372,7:32:38 AM,12:32:38 PM,14,15239.68,0.16,3,2,0,0,3,6,104769.9,9.521868353
2373,7:32:44 AM,12:32:44 PM,8,4542.50,0.05,2,1,0,0,3,2,104769.9,2.838189381
2374,7:32:51 AM,12:32:51 PM,9,5096.04,0.05,1,1,0,0,3,4,104769.9,3.184048149
2375,7:32:57 AM,12:32:57 PM,7,2270.82,0.02,3,1,0,0,2,1,104769.9,1.418824674
2376,7:33:03 AM,12:33:03 PM,11,2165.24,0.02,4,0,0,0,2,5,104769.9,1.352859777
2377,7:33:09 AM,12:33:09 PM,10,3759.55,0.04,2,1,0,0,2,5,104769.9,2.34899712
2378,7:33:16 AM,12:33:16 PM,9,12957.17,0.13,0,0,1,0,1,7,104769.9,8.095738983
2379,7:33:22 AM,12:33:22 PM,7,2240.39,0.02,5,0,0,0,1,1,104769.9,1.399813802
2380,7:33:28 AM,12:33:28 PM,16,9592.33,0.10,5,1,0,0,6,4,104769.9,5.993359828
2381,7:33:34 AM,12:33:34 PM,9,11300.36,0.12,3,2,1,1,1,1,104769.9,7.06055035
2382,7:33:41 AM,12:33:41 PM,5,3181.94,0.03,1,0,0,0,1,3,104769.9,1.98810257
2383,7:33:47 AM,12:33:47 PM,7,3289.57,0.03,3,2,0,0,1,1,104769.9,2.055350811
2384,7:33:53 AM,12:33:53 PM,6,1142.00,0.01,1,0,0,0,1,4,104769.9,0.713529874
2385,7:33:59 AM,12:33:59 PM,15,5144.30,0.05,5,0,0,0,1,9,104769.9,3.214197836
2386,7:34:06 AM,12:34:06 PM,8,3355.03,0.03,1,1,0,0,1,5,104769.9,2.096245621
2387,7:34:12 AM,12:34:12 PM,8,2962.02,0.03,1,0,0,0,2,5,104769.9,1.850690756
2388,7:34:18 AM,12:34:18 PM,5,916.99,0.01,3,0,0,0,2,0,104769.9,0.572942794
2389,7:34:24 AM,12:34:24 PM,4,1182.69,0.01,2,1,0,0,1,0,104769.9,0.738951191
2390,7:34:31 AM,12:34:31 PM,8,2926.16,0.03,3,1,0,0,1,3,104769.9,1.828285341
2391,7:34:37 AM,12:34:37 PM,15,4778.34,0.05,5,1,0,0,4,5,104769.9,2.985541959
2392,7:34:43 AM,12:34:43 PM,3,651.76,0.01,1,0,0,0,1,1,104769.9,0.407223592
