"Date","Time","---","Sensor Name","Data"
"1:23:21","9/3/17","DATA","PRESSURE_S:","878.34"
"1:23:25","9/3/17","DATA","PRESSURE_S:","878.52"
"1:23:28","9/3/17","DATA","PRESSURE_S:","877.58"
"1:23:32","9/3/17","DATA","PRESSURE_S:","876.70"
"1:23:35","9/3/17","DATA","PRESSURE_S:","876.42"
"1:23:39","9/3/17","DATA","PRESSURE_S:","875.86"
"1:23:42","9/3/17","DATA","PRESSURE_S:","875.92"
"1:23:46","9/3/17","DATA","PRESSURE_S:","876.76"
"1:23:49","9/3/17","DATA","PRESSURE_S:","877.04"
"1:23:53","9/3/17","DATA","PRESSURE_S:","876.88"
"1:23:56","9/3/17","DATA","PRESSURE_S:","878.24"
"1:24:00","9/3/17","DATA","PRESSURE_S:","878.32"
"1:24:03","9/3/17","DATA","PRESSURE_S:","878.16"
"1:24:07","9/3/17","DATA","PRESSURE_S:","877.84"
"1:24:10","9/3/17","DATA","PRESSURE_S:","877.58"
"1:24:14","9/3/17","DATA","PRESSURE_S:","876.64"
"1:24:17","9/3/17","DATA","PRESSURE_S:","876.70"
"1:24:21","9/3/17","DATA","PRESSURE_S:","876.42"
"1:24:24","9/3/17","DATA","PRESSURE_S:","876.88"
"1:24:28","9/3/17","DATA","PRESSURE_S:","877.22"
"1:24:31","9/3/17","DATA","PRESSURE_S:","877.62"
"1:24:35","9/3/17","DATA","PRESSURE_S:","876.90"
"1:24:38","9/3/17","DATA","PRESSURE_S:","877.14"
"1:24:42","9/3/17","DATA","PRESSURE_S:","876.40"
"1:24:45","9/3/17","DATA","PRESSURE_S:","876.12"
"1:24:49","9/3/17","DATA","PRESSURE_S:","876.02"
"1:24:52","9/3/17","DATA","PRESSURE_S:","876.42"
"1:24:56","9/3/17","DATA","PRESSURE_S:","876.82"
"1:24:59","9/3/17","DATA","PRESSURE_S:","877.46"
"1:25:03","9/3/17","DATA","PRESSURE_S:","877.64"
"1:25:06","9/3/17","DATA","PRESSURE_S:","877.64"
"1:25:10","9/3/17","DATA","PRESSURE_S:","878.04"
"1:25:13","9/3/17","DATA","PRESSURE_S:","876.98"
"1:25:17","9/3/17","DATA","PRESSURE_S:","876.82"
"1:25:20","9/3/17","DATA","PRESSURE_S:","877.06"
"1:25:24","9/3/17","DATA","PRESSURE_S:","877.24"
"1:25:27","9/3/17","DATA","PRESSURE_S:","876.46"
